track_id,name,Lyric ID,Lyrics
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',332918,"  She's a good girl, loves her mama  Loves Jesus and America too  Shes a good girl, crazy about Elvis  Loves horses and her boyfriend too  It's a long day living in Reseda  There's a freeway running through the yard  And I'm a bad boy because I don't even miss her  I'm a bad boy for breaking her heart    Now I'm free  Free falling, falling    All the vampires walking through the valley  They move west down Ventura Boulevard  And all the bad boys are standing in the shadows  All the good girls are home with broken hearts    Now I'm free  Free falling, falling    Free falling, now I'm   Free falling    I want to glide down over Mulholland  I want to write her, her name in the sky  I want to free fall out into nothing  Oh I'm gonna leave this, this world for a while    Now I'm free  Free falling, falling    Free falling, falling   Yeah"
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,78980,"Well, I won't back down  No, I won't back down  You can stand me up at the gates of hell  But I won't back down  No, I'll stand my ground  Won't be turned around  And I'll keep this world from draggin' me down  Gonna stand my ground  And I won't back down  I won't back down  Hey baby, there ain't no easy way out  I won't back down  Hey I will stand my ground  And I won't back down  Well I know what's right  I got just one life  In a world that keeps on pushin' me around  But I stand my ground  And I won't back down  I won't back down  Hey baby, there ain't no easy way out  I won't back down  Hey, I will stand my ground  And I won't back down  I won't back down  Hey baby, there ain't no easy way out  I won't back down  Hey, I will stand my ground  And I won't back down  No, I won't back down"
4PJEK76V3A1S0XzZJuTWh7,Love Is A Long Road,1769271,"There was a girl I knew  She said she cared about me  She tried to make my world  The way she thought it should be  Yeah, we were desperate then  To have each other to hold  But love is a long long road  Yeah, love is a long long road  There were so many times  I would wake up at noon  Yeah, with my head spinning 'round  I would wait for the moon  And give her one more chance  To try and save my soul  But love is a long long road  Yeah, love is a long long road  Yeah, it was hard to give up  Some things are hard to let go  Some things are never enough  I guess I only can hope  For maybe one more chance  To try and save my soul  But love is a long long road  Yeah, love is a long long road  Love is a long long road  Yeah, love is a long long road"
4tSZr210OTY6upjNYfEYUI,A Face In The Crowd,143667,"Before all of this ever went down  In another place, another town  You were just a face in the crowd  You were just a face in the crowd  Out in the street walking around  A face in the crowd  Out of a dream, out of the sky  Into my heart, into my life    A face in the crowd  A face in the crowd  A face in the crowd  "
4AiMaeCXwsldpwvA5wu5gM,Runnin' Down A Dream,143670,"It was a beautiful day, the sun beat down  I had the radio on, I was drivin'  Trees went by, me and Del were singin' little Runaway  I was flyin'  Yeah runnin' down a dream  That never would come to me  Workin' on a mystery, goin' wherever it leads  Runnin' down a dream  I felt so good like anything was possible  I hit cruise control and rubbed my eyes  The last three days the rain was un-stoppable  It was always cold, no sunshine  Yeah runnin' down a dream  That never would've come to me  Workin' on a mystery, goin' wherever it leads  Runnin' down a dream  I rolled on as the sky grew dark  I put the pedal down to make some time  There's something good waitin' down this road  I'm pickin' up whatever's mine  I'm runnin' down a dream  That never would've come to me  Workin' on a mystery, goin' wherever it leads  Runnin' down a dream  Yeah I'm runnin' down a dream  That never would've come to me  Workin' on a mystery, goin' wherever it leads  I'm runnin' down a dream"
0rF4U1f5uhLpwZ8a4M7ihr,Feel A Whole Lot Better,143674,"The reason why, oh I can't say  I had to let you go babe and right away  After what you did, I can't stay on  And I'll probably feel a whole lot better when you're gone  Baby, for a long time you had me believe  That your love was all mine and that's the way it would be  But I didn't know that you were putting me on  And I'll probably feel a whole lot better when you're gone  Oh, when you're gone  Now I got to say that it's not like before  And I'm not gonna play your games any more  After what you did, I can't stay on  And I'll probably feel a whole lot better when you're gone  I'll probably feel a whole lot better when you're gone  Oh, when you're gone "
2ZS3jFe6p8UoVyrY5jWBlF,Yer So Bad,143678,"My sister got lucky, married a yuppie  Took him for all he was worth  Now she's a swinger dating a singer  I can't decide which is worse  But not me baby, I've got you to save me  Oh yer so bad, best thing I ever had  In a world gone mad, yer so bad  My sister's ex-husband can't get no lovin'  Walks around dog-faced and hurt  Now he's got nothin', head in the oven  I can't decide which is worse"
2ZbnL7TbxQxY7gs32zJXr9,Depending On You,143684,"I ain't ever gonna let you down  All you gotta do is trust me  I would never make you some clown  Baby why won't you trust me  You give up so easily, I don't know why you can't see  I'm depending on you, don't let me down  I'm depending on you  Baby if you can't change the world  Maybe you should just change yourself  You used to be such a sweet young girl  Why you wanna be someone else?    Is it too late now?"
05Rd8zTyrkoOkglshkAQjR,The Apartment Song,143686,"I used to live in a two-room apartment  Neighbors knocking on my wall  Times were hard, I don't wanna knock it  I don't miss it much at all  Oh yeah I'm alright  I just feel a little lonely tonight  I'm okay, most of the time  I just feel a little lonely tonight  I used to need your love so badly  Then I came to live with it  Lately I get a faraway feeling  And the whole thing starts again  Oh yeah I'm alright  I just feel a little lonely tonight  I'm okay, most of the time  I just feel a little lonely tonight    Oh yeah I'm alright  I just feel a little lonely tonight  I'm okay, most of the time  I just feel a little lonely tonight"
1ltSMXmvwdwnHcVY6tXKnB,Alright For Now,143690,"Goodnight baby, sleep tight my love  May God watch over you from above  Tomorrow I'm working what would I do  I'd be lost and lonely if not for you  So close your eyes  We're alright for now  I've spent my life traveling  I've spent my life free  I could not repay all you've done for me  So sleep tight baby  Unfurrow your brow  And know I love you  We're alright for now  We're alright for now"
3fUNTk0PhIXRftol5ZL8zj,A Mind With A Heart Of It's Own,143693,"I remember her standing in the tall grass and cattails  Away from the windows at the end of the day  Watch the men from the landing  With tall hats and coat-tails  She'd never look different  But something would change  A mind, with a heart of its own  A mind, with a heart of its own  Yeah a mind with a heart of its own  Well the man out to end us had a hurricane business  He'd raise them from babies all by himself  But his teen-age accountant had become surrounded  He drank up the party and everyone left    Well I been to Brooker and I been to Micanopy  I been to St. Louis too, I been all around the world  I've been over to your house  And you've been over sometimes to my house  I've slept in your tree house  My middle name is Earl  "
6fKYUIurKDNTHz7bEOaOj6,Zombie Zoo,143698,"All down the street they're standing in line  With white lipstick and one thing on their minds  Hey little freak with the lunch pail purse  Underneath the paint you're just a little girl  Dancin' at the Zombie Zoo  Dancin' at the Zombie Zoo  Painted in a corner and all you wanna do  Is dance down at the Zombie Zoo  Cute little dropout, how come you pack a rod  Is your mother in a clinic? Has your father got no job?  Sometimes you're so impulsive, you shaved off all your hair  You look like  Boris Karloff  and you don't even care    She disappears at sunrise  I wonder where she goes until the night  Comes fallin' down again  You show up with your friends, half-alive  Dancin' at the Zombie Zoo  Dancin' at the Zombie Zoo  Well, you can make a big impression or go through life unseen  You might wind up restricted and over seventeen  It's so hard to be careful, so easy to be led  Somewhere beyond the pavement  You'll find the living dead      "
4ZA0EXmjnZIYguEMf0Mc88,The Waiting,110448,"Oh baby don't it feel like heaven right now  Don't it feel like something from a dream  Yeah I've never known nothing quite like this  Don't it feel like tonight might never be again  We know better than to try and pretend  Baby no one coulda ever told me 'bout this  I said yeah yeah    The waiting is the hardest part  Every day you see one more card  You take it on faith, you take it to the heart  The waiting is the hardest part  Well yeah I might have chased a couple women around  All it ever got me was down  Then there were those that made me feel good  But never as good as I'm feeling right now  Baby you're the only one that's ever known how  To make me wanna live like I wanna live now  I said yeah yeah  The waiting is the hardest part  Every day you get one more yard  You take it on faith, you take it to the heart  The waiting is the hardest part  Oh don't let it kill you baby, don't let it get to you  Don't let it kill you baby, don't let it get to you  I'll be your bleedin' heart, I'll be your cryin' fool  Don't let this go too far"
2OECBjmrt1tupVdg8jcfE1,A Woman In Love (It's Not Me),403111,"She laughed in my face, told me goodbye  Said ""Don't think about it, you can go crazy  Anything can happen, anything can end  Don't try to fight it, don't try to save me""  She's a woman in love  And he's going to break her heart to pieces  She don't want to see  She's a woman in love, but it's not me  Well alright, do what you want  Don't try to talk, don't say nothing  She used to be the kind of woman  You have and you hold, she could understand the problem  She let the little things go    Time after time, night after night  She would look up at me  And say she was lonely  I don't understand the world today  I don't understand what she needed  I gave her everything she threw it all away on nothing  She's a woman in love"
7xXplDt8DI9L2kmZvVSzZ7,Nightwatchman,403115,"I'm the nightwatchman  I make the rounds  I'm the nightwatchman  I gotta' keep my nose to the ground  Oh, this ain't no job for a man like me  Yeah, I got potential, I could be just what you need  Yeah, You got to think about the pros and cons  Listen here, could be right, and ya' could be wrong  'Cause I'm the nightwatchman, I am security  I'm the nightwatchman, how safe do you wanna' be?  I'll just sit around at night and listen to the radio  Yeah, when we get real bored I might have a little smoke  Yeah, I got a permit to wear this .38  But listen my life's worth more than the minimum wage    I'm the nightwatchman, I am security  I'm the nightwatchman, how safe do you wanna' be  I'm the nightwatchman   How safe do you wanna' be?"
4baFF50eIx6z3xz7HCL7DF,Something Big,403117,"It didn't feel like Sunday  Didn't feel like June  When he met his silent partner in that lonely corner room  That over looked the marquee  Of the Plaza all-adult  And he was not looking for romance  Just someone he could trust  And it wasn't no way to carry on  It wasn't no way to live  But he could put up with it for a little while  He was working on something big  Speedball rang the night clerk  Said, ""Send me up a drink""  The night clerk said ""It's Sunday man, wait a minute  Let me think  There's a little place outside of town that might  Still have some wine""  Speedball said, ""Forget it, can I have an outside line?    It was Monday when the day maids  Found the still made bed  All except the pillows that lay stacked  Up at the head  And one said, ""I know I've seen his face  I wonder how he is?  The other said, ""Probably just another clown  Working on something big"""
0nYcdrqObqVmwBOgn1zgOf,Kings Road,403120,"Well they put me out on the old Kings Road  I didn't know which way to go  There was people all around  Wearing funny looking clothes  Some boys, some girls, some I don't know  I didn't know which way to go  I'm a new world boy on the old Kings Road  Rockabilly music was in the air  I looked in the door, they said  ""Come over here""  They had socks and shirts and underwear  That I'd seen before, but I don't know where    A Pakistani man said, ""Listen here  Let me fix you up before you go back there  You can't get 'em in the USA  Not in New York City, not in West LA.""  I thought about it, said, ""I don't know  I'm a new world boy on the old Kings Road"""
1ruNQCGE5wAh4ouGcLjEcI,Letting You Go,403122,"I used to think that when this was all over  You might feel different about me  Yeah I always knew, one day you'd come around  Now I wonder if dreams are just dreams  Whoa oh whoa oh oh I'm having trouble  Letting you go  Baby look out your window, it's raining  On your summer home  You're by the fire keeping warm and dry  There's no one as honest as those in pain  Oh honey can't you see me? Will you  Let me inside?    It's a restless world, uncertain times  You said hope was getting hard to find  But time rolls on, days go by  What about the broken ones?  What about the lonely ones?  Oh honey I'm having trouble letting you go  It's off in the distance, somewhere up the road  There's some easy answer for the tears you've cried  And it makes me uneasy, makes me feel different  Do you get scared when you close your eyes?  "
6NZDl3pZNyTZmzjk22FpQl,A Thing About You,403124,"I'm not much on mystery  Yeah you got to be careful what you dream  I thought this might pass with time  Yeah I thought I was satisfied  But oh baby let me tell you, I got a thing about you  Baby let me tell you, I got a thing about you  It don't matter what you say  It don't matter what you do  I, I, I, got a thing about you  Somewhere deep in the middle of the night  Lovers hold each other tight  Whisper in their anxious ears  Words of love that disappear    Baby you hold some strange control over me  Yeah it's so wild it hypnotizes me  "
6I9mM7Q3YXKYSppopUuCQN,Insider,403125,"You've got a dangerous background  And everything you've dreamed of  Yeah you're the Dark Angel  It don't show when you break up  And I'm the one who oughta' know  I'm the one left in the dust  Yeah I'm the broken-hearted fool  Who was never quite enough  I'm an insider, I been burned by the fire  And I've had to live with some hard promises  I've crawled through the briars, I'm an insider  It's a circle of deception  It's a hall of strangers  It's a cage without a key  You can feel the danger  And I'm the one who oughta' know  I'm the one you couldn't trust  I'm the lonely silent one  I'm the one left in the dust    I'll bet you're his masterpiece  I'll bet you're his self-control  Yeah you'll become his legacy  His quiet world of white and gold  And I'm the one who oughta know  I'm the one you left to rust  Not one of your twisted friends  I'm the one you couldn't love  "
2RpvIoRCpcKlzDnGLZ0nds,The Criminal Kind,403126,"You got a criminal mind  You got criminal looks  Boy you better look out  You're going to get hooked  Don't you ever feel guilty  When you come up short  Man you better be careful  You're going to get caught  'Cause you're the criminal kind  You're the criminal kind  Man what you going to do?  Where you going to hide?  They're calling you a sickness, disease of the mind  Man what you going to do?  You're the criminal kind  Don't you ever get tired?  Don't you ever want to quit?  Yeah it's been a long time, and you still don't fit  Dog tags on the mirror, hanging down from a chain  Give up little sister, this ain't going to change    Yeah, and that little girl you used to know  Just don't come around no more  Now she ain't there to watch the door  She don't want to die in no liquor store  I hope they all made money, I hope they all get rich  Yeah, I hope they give hell, to every son-of-a-bitch  That put a man on the carpet  Or stuck him out on the line  Whatever let him get a taste of the criminal life  "
2D5vzp1vaUHntYvQm5hi8M,You Can Still Change Your Mind,403127,"It's going to be another hard night  You want to take it all alone  You want to face up to the trouble  You want to face up to your soul  And baby you can have it any way you want it  You just get a little lost from time to time  Sometimes it gets a little crazy somewhere down inside  But you can still change your mind  You can change your feelings  Everybody wants all the world can give 'em  Everybody wants to get all they can get  Everybody's waiting on something that hasn't come yet  And you can hide it for a little while honey  You can try and just lose it for awhile  Then it's going to do something to you somewhere down inside    Oh and it gets harder by the minute girl  Oh it gets harder every day  Listen to me darling, oh you don't have to wait  It's alright, you can still change your mind  Just hold tight, everything's going to be alright  If you can change your mind  You can change your feeling"
7tSt526i6jm3zmhUfbXZHX,Saving Grace,388252,I'm passing sleeping cities  Fading by degrees  Not believing all I see to be so  I'm flying over backyards  Country homes and ranches  Watching life between the branches below  And it's hard to say  Who you are these days  But you run on anyway  Don't you baby?  You keep running for another place  To find that saving grace  'm moving on alone  Over ground that no one owns  Past statues that atone for my sins  There's a guard on every door  And a drink on every floor  Overflowing with a thousand amens  And it's hard to say  Who you are these days  But you run on anyway  Don't you baby?  You keep running for another place  To find that saving grace  Don't you baby?  You're rolling up the carpet  Of your father's  two-room mansion  No headroom for expansion no more  And there's a corner of the floor  They're telling you is yours  You're confident but not really sure  And it's hard to say  Who you are these days  But you run on anyway  Don't you baby?  You keep running for another place  To find that saving grace  Don't you baby?
4MXCpUjTFXgbmANvLzdVVl,Square One,1554560,"Had to find some higher ground  Had some fear to get around  You can't say what you don't know  Later on won't work no more  Last time through I hid my tracks  So well I could not get back  Yeah my way was hard to find  Can't sell your soul for peace of mind  Square one, my slate is clear  Rest your head on me my dear  It took a world of trouble, it took a world of tears  It took a long time to get back here  Try so hard to stand alone  Struggle to see past my nose  Always had more dogs than bones  I could never wear those clothes  It's a dark victory  You won and you also lost  Told her you were satisfied  But it never came across  Square one, my slate is clear  Rest your head on me my dear  It took a world of trouble, it took a world of tears  It took a long time to get back here  Square one, my slate is clear  Rest your head on me my dear  It took a world of trouble, it took a world of tears  It took a long time to get back here  Square one, my slate is clear  Rest your head on me my dear  It took a world of trouble, it took a world of tears  It took a long time to get back here"
2C2QJ1kBUKQu6Iby6RvD2V,Flirting With Time,1720495,"A coyote ran across the road  On the move without a home  A flash of light reminded me of you  This could well be your last stand  Hold the sunlight in your hand  Spread your fingers, feel the sand fall through  I've done all I can do. Now it's up to you  You're flirting with time baby  Flirting with time, but maybe  Time baby, is catching up with you  Shadowmen talk a real good game  Every punchline has your name  You cried out and no one came to you  I've done all I can do. Now it's up to you  You're flirting with time baby  Flirting with time, but maybe  Time baby, is catching up with you  Should be more to learn from this  Can't say I know what it is  No difference tween a hit or miss  It's true  I've done all I can do. Now it's up to you  You're flirting with time baby  Flirting with time, but maybe  Time baby, is catching up with you  Repeat 2X"
6p7KoBh8MokMaKBPJrIzPu,Down South,403538,Headed back down south  Gonna see my daddy's mistress  Gonna buy back her forgiveness  Pay off every witness  One more time down south  Sell the family headstones  Drag a bag of dry bones  Make good on my back loans  So if I come to your door  Let me sleep on your floor  I'll give you all I have  And a little more  Sleep late down south  Look up my former mentors  Live off Yankee winters  Be a landlord and a renter  Create myself down south  Impress all the women  Pretend I'm  Samuel Clemens  Wear seersucker and white linens    Spanish moss down south  Spirits cross the dead fields  Mosquitoes hit the windshield  All document remain sealed    I'll give you all I have  And a little more
0fsotzgUEEi5x8tySnRy8f,Jack,1433741,"You say what you want to Jack, I'm gonna get my baby back  Trouble came right away, now you say she's gone to stay  Cough it up, hit the street, left without a word to me  Oh Oh, you don't know, how that girl could touch my soul  You say what you want to Jack, I'm gonna get my baby back  Suddenly you know my name, say there's only me to blame  It's gonna rain, its gonna shine, gotta stay between the lines  Rollin down a lonely road, you say I should let it go  Wish you would come on down, if you need I'll come around  You say what you want to Jack, I'm gonna get my baby back  Used to have a son named Joe, where he gone to I don't know  Maybe down in Mexico, livin off of Pattie's door  If you give me half a chance, I will make her sing and dance  I'm gonna give her all my soul, I'm gonna play her Rock'n Roll  You say what you want to Jack, I'm gonna get my baby back  You say what you want to jack, I'm gonna get my baby back"
4dvALqAQM2qnmEcnhJ2Vfz,Turn This Car Around,403546,Save a dream for me  Words hang in the air  Her demons take the dare  Above the lonely feather circles to the ground  The house don't make a sound  Turn this car around  Turn this car around  I'm going back  Green and gray and auburn  Gliding down the sky  The devil winks an eye  A figure in the doorway  Shouldering the blame  This ain't without a name    The king and queen are loaded  Falling off to sleep  The ground begins to creep  Rockets in the tail lights  Red burns into night  Rolling out of sight  
3Mtqb820UdJnRk0gn70oKO,Big Weekend,177085,There's some friends that I know  Living in this town  And I've come far to see them  I'm gonna track 'em down  They live in a brick house  Painted white and brown  Left a tip for the maid  And I packed up my guitar  Drop my key on the counter  Rented a car  Gonna hook up with 'em later  And go hit the bar  I need a  big weekend  Kick up the dust  I need a big weekend  If you don't run you rust  Well I may shake your hand  But I won't know your name  The joke in your language  Don't come out the same  There's times when I'm down and  There's nothing to blame    I can work  I can travel  Sleep anywhere  Cross every border with nothing to declare  You can look back babe  But it's best not to stare  
49XpWZO5HVebXqtJIZdh1U,Night Driver,403599,"There's a shadow on the moon tonight  I swear I see your face up there with the satellites  Looking down from outer space  Me, I'm drifting home again  Headlights in my eyes  Fighting sleep with windows down  Worn out from long goodbyes  Night driver drifting home again  Night driver drifting home again  You offered up no history when you blew into town  You remain a mystery, no information found I speed dial the judgment call  The near miss hits the ground  The new king hides behind the throne refusing to be crowned    High tide rumbles, PCH  My tires losing track  Helicopter circling, wiping overhead  Now I sit and count the days and try to fill my time  There's a shadow on the moon tonight  The dollar gets a dime  "
0nmdWx4vUUBg33w3TAqWdF,Damaged By Love,1755715,"She don't care about time  Time gets in her way  Fades into the wind  Days roll into days  She's got nothing to hide  And she hides it so well  Keeps broken dreams  To fix up and sell  Damaged by love, damaged by love  So young, and damaged by love  There's rain on the road  And the faithful have gone  In a crowd all alone  Walking 'round in a song  Damaged by love, damaged by love  So young, and damaged by love  Eyes down at my door  And she holds out her hand  I love you so deep  But you can't understand  Damaged by love, damaged by love  So young, and damaged by love  So young, and damaged by love"
2OeRc8W4G3ILCDsAefDTWE,This Old Town,403601,"Living free is gaining on me  Can't keep ahead of my dreams  My relief turned out a thief  Smooth as rocks in the stream  This old time is a sad affair  You be glad you're not there  It ties your hands  It spikes your drink  I'd say more, but i can't think  Lazy Jim took a bottle with him  Tried to flag down a train  Left a note  Couldn't read what he wrote  A light came on in my brain    The hills are gold  Mornings are cold  Don't know a soul on the street  I keep to myself like everyone else  Nobody says much to me  Go to bed, fight thoughts in my head  In the two in between wake and sleep  Rats to kill, contracts to fill  It's on ice, but it won't keep  "
01OGmiOO9h75OSQoEG4zc5,Ankle Deep,403604,"Well, they raised that horse to be a jumper  He was owned by a mid-west bible-thumper  His preacher was a Louisiana drummer  Took all winter to get through the summer  The field hand hit the switch and stumbled  Outside the big engine roared and rumbled  The stolen horse spooked and tumbled  She didn't speak for a week  Just kinda mumbled  Ankle deep in love  Ankle deep in love  Ankle deep in love  Ankle deep in love  He was caught up in a lie he half believed  Found her hiding high in the family tree  Washed his hands and put her cross his knee  She said ""Daddy, you been a mother to me""  "
2XV9IIAgqpKyZOaxgvbqcr,The Golden Rose,403606,"Well, the Golden Rose sailed with a broken man  Going south  Got on board with a woman to lead him around  By the mouth  And it's goodbye, Golden Rose  Yeah, it's goodbye, Golden Rose  Well, the captain who swears if he speaks at all  Wears a gun  Got a first maid who's never quite on the ball  For his son    Wish I was back in her arms again  Wish I was holding her tight  Wish I was back in her arms again  Safe from the night  She stood on the shore and she waved to me:  ""Come back home""  Many a night I would think of her  All alone  "
5TCq5VBFgZx6Pg3qeGqUE4,American Dream Plan B,483129,"I’m gonna make my way through this world someday  I don’t care what nobody say  American dream, political scheme  I’m gonna find out for myself someday  But I’m half-lit, I can’t dance for shit  But I see what I want, I go after it  And my girl’s alright, treats me nice  Sayin’ nothin’ but a woman puts out that light  I got a dream I’m gonna fight til I get it  I got a dream I’m gonna fight til I get it right  Til I get it right  Oh well, my baby no doubt dreams further out  Makin’ moves to get us someway someday  Well my honey don’t trip, shoots from the hip  Tell me everything gonna be OK  I got a dream I’m gonna fight til I get it  I got a dream I’m gonna fight til I get it right  Til I get it right  Well, my mama so sad  Daddy’s just mad  ‘Cause I ain't gonna have the chance he had  My success is anybody’s guess  But like a fool, I’m bettin’ on happiness  I got a dream I’m gonna fight til I get it  I got a dream I’m gonna fight til I get it right  Til I get it right  I got a dream I’m gonna fight til I get it  I got a dream I’m gonna fight til I get it right  Til I get it right"
6EbwtNHHupaiR2tCTNwDFz,Fault Lines,490233,"See those fault lines  Lay down like land mines  It's hard to relax  A promise broken  The ground breaks open  Love falls through the cracks  And I've got a few of my own  I've got a few of my own fault lines  Running under my life  Running under my life  I'm alone here  I play the odds, dear  I go where I please  Down the road  A man I know might not be me  And I've got a few of my own  I've got a few of my own fault lines  Running under my life  Running under my life  A faulty table  Still is able not to fall flat  And I've got a few of my own  I've got a few of my own fault lines  Running under my life  Running under my life"
2JnQvMvZyV8c2fiLMKHZ80,Red River,457308,She’s got a 3D Jesus in a picture frame  Got a child she never named  She shakes a snake above her hair  Talks in tongues when there’s no one there  So meet me tonight by the Red River  Where the water is clear and cold  Meet me tonight by the Red River  And look down into your soul  Look down into your soul  She’s got a rosary and a rabbit’s foot  A black cat bone that keeps her good  A tiger tooth and a gris-gris stick  Still it don’t do the trick  So meet me tonight by the Red River  Where the water is clear and cold  Meet me tonight by the Red River  And look down into your soul  Look down into your soul  I’m gonna walk her down to Gypsytown  Find the spirit queen I’ve seen around  Paint her body up in mud and clay  Let the river wash it all away  So meet me tonight by the Red River  Where the water is clear and cold  Meet me tonight by the Red River  And look down into your soul  Look down into your soul  Look down into your soul
1u4HpdpAG9W8HGXAlEqAhb,Full Grown Boy,487648,"I like to move on sure and easy  Like a cat creeps through the grass  And the full moon seems to know me  'Cause I've found myself at last  And I'm a full-grown boy  And there's laughter on the hillside  From voices far away  How am I gonna tell her that I love her?  When this might not be the day  And I'm a full-grown boy  Hey, my mind floats away  Yeah, and I'm changing every day  Can you see her in the firelight  Hear how soft and low she sings  How am I gonna tell her that I love her?  When words don't mean a thing  And I'm a full-grown boy"
757plEIHl29OU5hOMRvJnH,All You Can Carry,487650,"I saw a ghost by the road tonight  And then my mind ran away with me  I had a vision in the changing light  Something saying that it's time to leave  Take what you can, all you can carry  Take what you can and leave the past behind  Take what you can, all you can carry  Take what you can and leave the past behind  We gotta run  I saw the flames come across the ridge  Falling ashes in the northern wind  You and I have burned every bridge  And now we've got to save our souls again  Take what you can, all you can carry  Take what you can and leave the past behind  Take what you can, all you can carry  Take what you can and leave the past behind  We gotta run  There's something moving in the dark outside  I gotta face it when it hits the light  No one can say I didn't have your side  No one can say I left without a fight  Take what you can, all you can carry  Take what you can and leave the past behind  Take what you can, all you can carry  Take what you can and leave the past behind  We gotta run"
4qpNYHLKY8VWK3jU9dtext,Power Drunk,487652,"Who's gonna come and take this badass down?  Who's gonna come burn this other playhouse down?  Can you see me against the sun  Crying out to reach someone  He's power drunk  Yeah, look at his eyes  Better sober up  It's the truth within him makes a good man rise  God protect us from the thoughts in some men's minds  God protect us from the pain he leaves behind  Now you see him against the sky  Believing in his own lies  And he's power drunk  Yeah, look at his eyes  Better sober up  It's the truth within him makes a good man rise    Pin on a badge and a man begins to change  Starts believing that there's nothing out of his range  You and I are left in the wind  In the wake of a rich man's sin  And he's power drunk  Yeah, look at his eyes  Better sober up  It's the truth within him makes a good man rise  Make a good man rise"
2LpjANuqrysVLtWHqgtuwG,Forgotten Man,490236,"Well I feel like a forgotten man  I understand the dark  When it hangs upon the water  When the wolves and dogs all bark  Well I feel like a forgotten man  I feel like a forgotten man  Well I feel like a four letter word  I know what few can do  How angry words can pierce the heart  How a soul can sink so low  I feel like a forgotten man yes  I feel like a forgotten man  Well I feel like I'm forever damned  Since our love is gone  No lust, no rage, no wicked thoughts  Just pain, that lingers on  I feel like a forgotten man  I feel like a forgotten man yes  I feel like a forgotten man"
303LVb822iYKBiPdEGawa9,Sins Of My Youth,1857927,"You will find no wicked way in me  Look me over, you will see  You will find no weary change  I'm worn and wounded, but still the same  Oh, let me tell you the truth  I love you more, than the sins of my youth  When the past gets up in your face  Memories slide out of place  All those things that were hidden away  Ain't so bad in the light of day  Oh, let me tell you the truth  I love you more, than the sins of my youth  You say you love me, wish you liked me more  I'm no angel, that's for sure  Said you forgive me each time I was caught  But you still paint me as something I'm not  Oh, let me tell you the truth  I love you more, than the sins of my youth  I love you more, than the sins of my youth"
2rlhuKi3o7oySloqWw5TUa,U Get Me High,490239,"I remember feeling like this  I think it was as a child  Inspiration at my fingertips  Imagination running wild  Ohhh ohhh, you get me high  You get me high  You give me something so deep  You get me high  I remember feeling this way  You can lose it without knowing  You wake up and you don't know which way  The wind is blowing  Ohhh ohhh, you get me high  You get me high  You give me something so deep  You get me high  I ain't afraid of what people say  Ain't afraid of the great deception  Every bad dream comes my way  Turned to smoke on closer inspection  Ohhh ohhh, you get me high  You get me high  You give me something so deep  You get me high  You get me high  You get me high  You give me something so deep  You get me high"
2hlCLts7h7aHlyuWibLayL,Burnt Out Town,490259,"Yeah!  I was walking down the street the other day  A woman stopped me  She said: why are you looking so down in the mouth?  And I told her  This is a burnt out town  It's full of dirty looks  There's ashes on Main Street  And the mayor is cooking the books  Even my best friends  Are turning into crooks  Yeah this is the burnt out town  New Emperor, same clothes  They dancing on glass ceilings  While the filthy money flows  Yes and here I am stealing gas, with a garden hose  Yeah!  Take that, honey!  This is a burnt out town  The city fathers have come to blows  It's out of their realm of reality  The truth's indecent when exposed  Yeah, it's the burnt out town  It's going down but no one knows  Yeah, it's the burnt out town  Ain't dead but getting close"
61yxDjvjwWEcZ47o9DJckg,Shadow People,487631,"Shadow people, what's in their head?  In the car next to you, when the light turns red  Could be thinking of love, might be thinking of hate  I guess it pretty much could go either way  Shadow people, in shadow land  That one's thinking of great art  And eloquent words  That one's strapped on a gun  And joined up with the herd  That one's saving up water  Got some food stored away  For the war that is coming on the judgment day  Shadow people, in shadow land  And this one carries a gun for the USA  He's a 21st Century man  And he's scary as hell  'Cause when he's afraid  He'll destroy everything he don't understand  Well I ain't on the left  And I ain't on the right  I ain't even sure  I got a dog in this fight  In my time of need  In my time of grief  I feel like a shadow's falling over me  Like shadow people, in shadow land  Shadow people, in shadow land  Waiting for the sun to be straight overhead  'Til we ain't got no shadow at all"
17S4XrLvF5jlGvGCJHgF51,Learning To Fly,109472,"Well I started out down a dirty road  Started out all alone  And the sun went down as I crossed the hill  And the town lit up, the world got still  I'm learning to fly, but I ain't got wings  Coming down is the hardest thing  Well the good old days may not return  And the rocks might melt and the sea may burn  I'm learning to fly, but I ain't got wings  Coming down is the hardest thing  Well some say life will beat you down  Break your heart, steal your crown  So I've started out, for God knows where  I guess I'll know when I get there  I'm learning to fly, around the clouds  But what goes up must come down  I'm learning to fly, but I ain't got wings  Coming down is the hardest thing"
0ge66NW3sKKgWW7eKQHnE0,Kings Highway,109262,"When the time gets right  I'm gonna pick you up  And take you far way  From trouble my love  Under a big ol' sky  Out in a field of green  There's gotta be something left for us to believe  Oh, I await the day  Good fortune comes our way  And we ride down the kings highway  No you can't hide out  In a six gun town  We wanna hold our heads up  But we gotta stay down  I don't wanna end up  In a room all alone  Don't wanna end up someone  That I don't even know  Lover, I await the day  Good fortune comes our way  And we ride down the Kings Highway"
